user_id,signup_date,status,miserable
318516,2018-10-23 18:30:27,emailverified,
54863,2015-04-01 21:43:00,emailverified,
643404,2020-02-04 17:12:02,emailverified,
206418,2018-07-11 21:28:00,emailverified,
618063,2019-11-07 14:34:50,emailverified,
116226,2018-04-07 01:06:01,emailverified,
139232,2018-05-02 12:58:26,emailverified,
540476,2019-08-08 23:18:35,emailverified,
351840,2018-11-24 01:23:32,emailverified,
96744,2017-07-24 13:07:50,emailverified,
204676,2018-07-10 13:13:28,emailverified,
224002,2018-07-24 19:18:11,emailverified,
675965,2020-06-15 06:05:01,emailverified,
670006,2020-05-23 06:14:41,banned,
665706,2020-05-06 21:17:29,emailverified,
646781,2020-02-16 19:45:22,emailverified,
468482,2019-06-06 22:10:56,emailverified,
680702,2020-06-30 22:55:26,emailverified,
641674,2020-01-29 12:55:00,emailverified,
630224,2019-12-19 21:22:22,emailverified,
622812,2019-11-21 21:57:08,ghost,
356916,2018-11-28 14:37:39,emailverified,
138086,2018-04-30 20:25:27,emailverified,0.0
130940,2018-04-20 07:20:37,emailverified,
114570,2018-04-06 14:56:03,emailverified,
652357,2020-03-06 17:22:30,emailverified,
678895,2020-06-24 23:49:15,banned,
349116,2018-11-21 11:28:48,emailverified,
654926,2020-03-16 22:37:52,emailverified,
109408,2018-02-09 03:43:08,emailverified,
117688,2018-04-07 16:40:20,emailverified,
118174,2018-04-07 21:27:11,emailverified,
550060,2019-08-17 22:39:02,emailverified,
119432,2018-04-08 19:12:26,emailverified,
405431,2019-03-05 18:42:25,emailverified,
663319,2020-04-26 23:16:24,disabled,
114880,2018-04-06 16:11:48,emailverified,0.0
124868,2018-04-13 11:26:31,emailverified,
315568,2018-10-20 17:17:04,emailverified,
680722,2020-07-01 01:21:41,emailverified,
680517,2020-06-30 09:44:38,emailverified,
636411,2020-01-10 08:17:38,emailverified,
123712,2018-04-12 08:20:47,emailverified,
373355,2018-12-19 22:30:42,emailverified,
151598,2018-05-15 16:10:41,emailverified,
461595,2019-05-25 15:16:25,emailverified,
339910,2018-11-13 11:42:16,emailverified,
24882,2013-04-30 05:14:45,emailverified,1.0
400183,2019-02-23 12:38:47,emailverified,
373329,2018-12-19 21:09:47,emailverified,
121288,2018-04-10 06:15:33,emailverified,
186860,2018-06-23 17:20:23,emailverified,
658596,2020-04-03 12:12:15,emailverified,
610042,2019-10-15 04:40:43,emailverified,
626229,2019-12-04 15:47:14,emailverified,
114176,2018-04-06 13:12:19,emailverified,0.0
367864,2018-12-12 02:31:12,disabled,0.0
397272,2019-02-17 04:06:34,emailverified,
658208,2020-04-01 07:44:36,disabled,
56463,2015-05-09 15:25:51,emailverified,
666729,2020-05-10 16:16:15,emailverified,
115132,2018-04-06 17:10:58,emailverified,
336056,2018-11-09 19:57:00,emailverified,0.0
115286,2018-04-06 17:39:38,emailverified,
677507,2020-06-20 10:52:03,emailverified,
673580,2020-06-06 15:28:30,emailverified,
624937,2019-11-30 00:49:21,emailverified,
672769,2020-06-03 11:41:44,emailverified,
680377,2020-06-29 20:08:52,emailverified,
599514,2019-09-20 04:44:43,emailverified,
114850,2018-04-06 16:03:06,emailverified,
379945,2019-01-07 19:41:10,emailverified,
140392,2018-05-03 21:29:37,emailverified,0.0
680744,2020-07-01 04:09:31,emailverified,
112486,2018-03-20 05:35:15,emailverified,
679870,2020-06-27 22:45:25,disabled,
120046,2018-04-09 08:57:46,emailverified,
679905,2020-06-28 02:13:13,emailverified,
674967,2020-06-11 18:20:44,emailverified,
110348,2018-02-21 12:27:51,emailverified,
601337,2019-09-22 20:01:21,emailverified,
637338,2020-01-13 12:46:14,emailverified,
31149,2013-12-01 17:07:48,emailverified,0.0
114586,2018-04-06 15:00:20,emailverified,
270098,2018-08-28 20:48:24,emailverified,
123948,2018-04-12 12:24:35,emailverified,
156650,2018-05-21 09:18:56,emailverified,
624991,2019-11-30 07:21:16,emailverified,
615379,2019-10-30 10:59:41,emailverified,
116810,2018-04-07 09:41:31,emailverified,0.0
389914,2019-01-31 10:22:54,emailverified,
177498,2018-06-13 05:17:57,emailverified,
677107,2020-06-19 04:24:34,emailverified,
97434,2017-08-06 05:55:38,emailverified,
117744,2018-04-07 17:16:03,emailverified,
119184,2018-04-08 15:51:21,emailverified,
339140,2018-11-12 16:51:33,emailverified,
410880,2019-03-15 11:07:04,emailverified,
668108,2020-05-16 01:33:49,emailverified,
679639,2020-06-27 07:53:09,emailverified,
11436,2011-12-02 12:52:22,emailverified,1.0
124692,2018-04-13 06:17:27,emailverified,
122982,2018-04-11 14:02:38,emailverified,0.0
625737,2019-12-02 19:40:15,emailverified,
216532,2018-07-18 19:22:04,emailverified,
245874,2018-08-09 18:25:42,emailverified,0.0
396531,2019-02-15 15:27:38,emailverified,
138386,2018-05-01 09:19:04,emailverified,
194682,2018-07-02 11:57:11,emailverified,
672392,2020-06-01 20:03:04,ghost,
654859,2020-03-16 18:34:24,emailverified,
69701,2016-01-30 19:00:53,emailverified,
100636,2017-10-02 12:47:15,emailverified,
675211,2020-06-12 15:35:53,emailverified,
114962,2018-04-06 16:31:02,emailverified,
295992,2018-09-29 08:46:43,emailverified,
123186,2018-04-11 17:00:51,emailverified,
184108,2018-06-20 14:44:17,emailverified,
373593,2018-12-20 14:14:29,ghost,
674169,2020-06-08 18:05:53,emailverified,
495621,2019-07-08 07:49:11,emailverified,
97820,2017-08-14 10:22:41,emailverified,
651953,2020-03-05 07:42:33,emailverified,
114236,2018-04-06 13:34:02,emailverified,
137308,2018-04-29 18:24:11,emailverified,
289498,2018-09-21 10:13:47,emailverified,
114198,2018-04-06 13:28:15,emailverified,
117922,2018-04-07 18:35:04,emailverified,
312924,2018-10-17 21:53:08,emailverified,
94204,2017-06-09 04:18:31,emailverified,
135362,2018-04-26 19:32:34,emailverified,
185654,2018-06-22 13:27:53,emailverified,
120224,2018-04-09 10:55:12,emailverified,
198128,2018-07-05 15:42:56,emailverified,
655589,2020-03-19 17:28:35,emailverified,
672003,2020-05-31 10:10:24,emailverified,
662502,2020-04-23 13:55:35,emailverified,
304046,2018-10-08 10:54:27,emailverified,
36957,2014-04-10 12:45:21,emailverified,
112846,2018-03-24 11:18:51,emailverified,
679684,2020-06-27 11:50:40,emailverified,
394546,2019-02-10 22:35:00,emailverified,
387809,2019-01-26 14:52:40,emailverified,
454456,2019-05-15 18:16:52,emailverified,
382033,2019-01-12 15:00:22,emailverified,
115218,2018-04-06 17:25:08,emailverified,
679372,2020-06-26 13:38:46,emailverified,
669952,2020-05-22 23:49:27,emailverified,
679050,2020-06-25 14:20:51,emailverified,
117602,2018-04-07 15:50:07,emailverified,
118372,2018-04-08 02:18:14,emailverified,
110486,2018-02-22 20:10:36,emailverified,
602978,2019-09-26 09:54:53,emailverified,
575629,2019-09-03 16:45:24,emailverified,
123336,2018-04-11 19:59:56,emailverified,
408566,2019-03-11 11:50:28,emailverified,
118114,2018-04-07 20:40:12,emailverified,
96222,2017-07-16 06:25:33,emailverified,
390051,2019-01-31 15:47:02,emailverified,
427013,2019-04-13 10:30:59,emailverified,
49985,2014-11-28 04:46:39,emailverified,
264444,2018-08-23 02:55:06,emailverified,
671148,2020-05-28 09:29:08,emailverified,
109448,2018-02-09 17:10:01,emailverified,
674915,2020-06-11 13:47:51,emailverified,
628286,2019-12-12 00:47:48,emailverified,
116336,2018-04-07 04:41:17,emailverified,
124214,2018-04-12 17:02:26,emailverified,
161968,2018-05-26 20:23:30,emailverified,
320046,2018-10-25 10:46:14,emailverified,0.0
129700,2018-04-18 15:07:42,emailverified,
131352,2018-04-20 19:06:39,emailverified,
121454,2018-04-10 09:06:31,emailverified,
649770,2020-02-26 12:59:54,emailverified,
121640,2018-04-10 11:57:18,disabled,
45047,2014-09-03 18:11:56,emailverified,
120722,2018-04-09 16:23:28,emailverified,
656336,2020-03-22 22:18:21,emailverified,
63631,2015-10-04 02:12:18,emailverified,
196174,2018-07-03 20:49:14,emailverified,
676046,2020-06-15 12:46:18,emailverified,
148838,2018-05-12 21:11:38,emailverified,
122032,2018-04-10 17:20:34,emailverified,
111940,2018-03-12 21:09:21,emailverified,
603788,2019-09-28 06:55:18,emailverified,
646711,2020-02-16 15:00:49,emailverified,
38169,2014-05-01 14:51:33,emailverified,
196146,2018-07-03 20:13:56,emailverified,0.0
327160,2018-11-01 11:44:02,emailverified,
126966,2018-04-15 13:16:26,emailverified,
116728,2018-04-07 09:08:47,emailverified,
114750,2018-04-06 15:38:05,emailverified,
505712,2019-07-15 22:30:25,emailverified,
198838,2018-07-06 09:59:53,emailverified,1.0
122178,2018-04-10 19:42:53,emailverified,
180624,2018-06-16 22:18:13,emailverified,
263308,2018-08-21 18:06:35,emailverified,
127668,2018-04-16 11:27:10,emailverified,
355286,2018-11-27 00:11:48,emailverified,
397875,2019-02-18 14:26:15,emailverified,
676718,2020-06-17 19:05:20,emailverified,
579223,2019-09-05 14:56:53,emailverified,
62291,2015-09-07 13:18:30,emailverified,1.0
670774,2020-05-26 19:35:13,emailverified,
648888,2020-02-23 15:14:08,emailverified,
118134,2018-04-07 21:04:05,emailverified,
53035,2015-02-16 15:40:12,emailverified,
672817,2020-06-03 14:42:38,emailverified,1.0
154330,2018-05-18 11:49:23,emailverified,
114804,2018-04-06 15:54:11,emailverified,
420645,2019-04-03 11:00:08,emailverified,
669878,2020-05-22 17:56:10,emailverified,
235600,2018-08-02 08:02:17,emailverified,
393822,2019-02-09 12:12:57,emailverified,
131742,2018-04-21 10:02:56,emailverified,
84150,2016-12-04 16:28:24,emailverified,
18897,2012-08-10 20:55:49,emailverified,
115158,2018-04-06 17:13:12,emailverified,
117790,2018-04-07 17:36:34,emailverified,
114768,2018-04-06 15:43:18,emailverified,
674231,2020-06-08 21:23:30,emailverified,
653356,2020-03-10 13:26:57,emailverified,
116746,2018-04-07 09:16:27,emailverified,
48611,2014-11-05 11:07:50,emailverified,
43485,2014-08-06 15:23:51,emailverified,
419409,2019-04-01 08:12:36,emailverified,
370410,2018-12-15 01:38:10,emailverified,
116426,2018-04-07 05:44:56,emailverified,
649304,2020-02-24 20:01:08,emailverified,
676576,2020-06-17 09:39:11,emailverified,
264518,2018-08-23 06:47:44,emailverified,
156972,2018-05-21 18:01:40,emailverified,
121928,2018-04-10 15:48:39,emailverified,
553084,2019-08-19 13:18:53,emailverified,
676901,2020-06-18 10:10:52,emailverified,
115860,2018-04-06 20:55:21,emailverified,
668881,2020-05-18 19:09:26,emailverified,
134420,2018-04-25 14:30:01,emailverified,
626821,2019-12-06 19:25:30,emailverified,
119902,2018-04-09 06:45:42,emailverified,
50133,2014-11-30 18:01:14,emailverified,
428655,2019-04-16 11:59:32,emailverified,
135332,2018-04-26 18:46:38,emailverified,0.0
106998,2018-01-11 16:47:50,emailverified,0.0
672829,2020-06-03 15:08:19,emailverified,
680813,2020-07-01 10:37:58,emailverified,
606671,2019-10-06 14:38:01,emailverified,
315470,2018-10-20 15:22:36,emailverified,
126790,2018-04-15 08:42:50,emailverified,
151416,2018-05-15 11:49:52,emailverified,
128680,2018-04-17 13:20:07,emailverified,
614098,2019-10-26 10:17:02,emailverified,
90231,2017-03-30 15:28:36,emailverified,
282386,2018-09-12 15:09:03,emailverified,
557639,2019-08-22 07:49:18,ghost,
257306,2018-08-17 01:26:38,emailverified,0.0
118322,2018-04-08 00:26:06,emailverified,1.0
671792,2020-05-30 15:23:33,emailverified,
131440,2018-04-20 21:28:28,emailverified,0.0
453520,2019-05-14 10:20:55,emailverified,
149382,2018-05-13 11:44:31,emailverified,
117624,2018-04-07 15:58:24,emailverified,
115344,2018-04-06 17:52:55,emailverified,
416562,2019-03-26 14:25:55,emailverified,
114980,2018-04-06 16:35:20,emailverified,
127042,2018-04-15 15:23:34,emailverified,
275044,2018-09-03 13:48:16,emailverified,
121870,2018-04-10 15:06:06,emailverified,
115372,2018-04-06 18:04:39,emailverified,
42621,2014-07-23 17:35:13,emailverified,
386432,2019-01-23 14:18:09,emailverified,
106084,2017-12-30 16:44:46,emailverified,
671453,2020-05-29 11:37:20,emailverified,
114512,2018-04-06 14:42:46,emailverified,
675223,2020-06-12 16:13:09,emailverified,
450339,2019-05-10 00:32:03,emailverified,
634677,2020-01-04 17:35:55,emailverified,
126930,2018-04-15 12:32:02,emailverified,
624010,2019-11-26 11:16:34,emailverified,
278172,2018-09-07 11:42:49,emailverified,0.0
394936,2019-02-11 21:29:35,emailverified,
625879,2019-12-03 10:00:56,emailverified,
189176,2018-06-26 10:43:31,emailverified,
329276,2018-11-03 12:53:44,emailverified,
306044,2018-10-10 14:00:24,emailverified,
418040,2019-03-29 11:43:21,emailverified,
493892,2019-07-07 00:17:30,emailverified,
668393,2020-05-17 01:05:59,emailverified,
673035,2020-06-04 14:39:44,emailverified,
382099,2019-01-12 18:26:56,emailverified,
592470,2019-09-14 11:37:48,emailverified,
93990,2017-06-06 10:00:11,emailverified,
678045,2020-06-22 08:10:42,emailverified,
132300,2018-04-22 10:09:06,emailverified,
156800,2018-05-21 13:15:23,emailverified,
226462,2018-07-26 15:16:01,emailverified,0.0
660938,2020-04-15 17:24:40,disabled,
390106,2019-01-31 18:19:09,emailverified,
645307,2020-02-11 06:53:08,emailverified,
669303,2020-05-20 14:17:03,emailverified,
124072,2018-04-12 14:47:42,emailverified,0.0
88491,2017-02-28 16:20:22,emailverified,
497157,2019-07-09 15:06:07,emailverified,
657434,2020-03-28 10:38:49,emailverified,
158590,2018-05-23 10:36:07,emailverified,
448070,2019-05-06 15:58:36,emailverified,
318628,2018-10-23 21:09:15,emailverified,
115180,2018-04-06 17:17:38,emailverified,
193080,2018-06-30 20:03:46,emailverified,
104982,2017-12-12 12:30:23,emailverified,0.0
675261,2020-06-12 18:49:27,emailverified,
623774,2019-11-25 11:00:11,emailverified,
542486,2019-08-10 16:24:44,emailverified,
106936,2018-01-10 17:05:33,emailverified,
660587,2020-04-13 20:47:45,emailverified,
364446,2018-12-07 17:47:43,emailverified,
662940,2020-04-25 09:33:36,emailverified,
631914,2019-12-26 15:40:01,emailverified,
419670,2019-04-01 18:07:21,emailverified,
624754,2019-11-29 10:59:14,emailverified,
77503,2016-07-18 20:44:03,emailverified,
658790,2020-04-04 10:36:19,emailverified,
111420,2018-03-06 07:13:00,emailverified,
109328,2018-02-07 20:09:24,emailverified,
680831,2020-07-01 12:11:50,disabled,
39929,2014-06-05 00:10:54,emailverified,
445222,2019-05-01 09:28:35,emailverified,
674053,2020-06-08 10:44:00,emailverified,
364342,2018-12-07 15:17:00,emailverified,0.0
376580,2018-12-29 10:57:39,emailverified,
129026,2018-04-17 19:41:08,emailverified,
116208,2018-04-07 00:46:15,emailverified,
162368,2018-05-27 08:21:51,emailverified,0.0
62065,2015-09-02 11:55:24,emailverified,
115348,2018-04-06 17:55:56,emailverified,
413367,2019-03-20 10:54:17,ghost,1.0
632471,2019-12-28 15:35:28,banned,
386098,2019-01-22 18:35:31,emailverified,
426648,2019-04-12 19:55:53,emailverified,
679862,2020-06-27 21:38:11,ghost,
398161,2019-02-19 08:27:35,emailverified,
80301,2016-09-15 08:58:10,emailverified,
31975,2013-12-19 20:28:48,emailverified,
611647,2019-10-19 04:25:59,emailverified,
368940,2018-12-13 11:58:38,emailverified,
456752,2019-05-19 12:32:45,emailverified,
118636,2018-04-08 09:00:30,emailverified,
179528,2018-06-15 13:51:18,emailverified,
618412,2019-11-08 14:36:02,emailverified,
676861,2020-06-18 07:34:49,emailverified,1.0
114746,2018-04-06 15:37:49,emailverified,
680836,2020-07-01 12:31:23,ghost,
403311,2019-03-01 14:34:06,emailverified,
266738,2018-08-25 13:34:48,emailverified,0.0
400276,2019-02-23 14:52:43,emailverified,
652350,2020-03-06 16:43:00,emailverified,
577159,2019-09-04 11:05:34,emailverified,
680835,2020-07-01 12:31:06,ghost,
394887,2019-02-11 19:16:43,emailverified,
652317,2020-03-06 14:22:31,emailverified,
493759,2019-07-06 20:20:00,emailverified,
680837,2020-07-01 12:34:14,emailverified,
616982,2019-11-04 08:24:35,emailverified,
121724,2018-04-10 12:57:41,emailverified,
680065,2020-06-28 15:37:00,ghost,
665060,2020-05-04 09:41:16,emailverified,
121940,2018-04-10 15:59:39,emailverified,
273032,2018-09-01 07:40:22,emailverified,
116860,2018-04-07 10:04:33,emailverified,
116492,2018-04-07 06:52:41,emailverified,
394112,2019-02-09 23:18:13,emailverified,
81207,2016-10-05 05:07:23,emailverified,
140058,2018-05-03 14:54:25,emailverified,
655786,2020-03-20 15:10:32,emailverified,
680843,2020-07-01 12:58:36,ghost,
122888,2018-04-11 12:39:12,emailverified,
111908,2018-03-12 14:01:39,emailverified,
376013,2018-12-27 21:29:01,emailverified,
159124,2018-05-23 22:40:08,emailverified,
115804,2018-04-06 20:30:35,emailverified,
131798,2018-04-21 12:14:26,emailverified,
167664,2018-06-01 20:47:10,emailverified,
140850,2018-05-04 11:54:46,emailverified,
85882,2017-01-10 18:21:53,emailverified,
680854,2020-07-01 13:30:29,emailverified,
402232,2019-02-27 08:03:45,emailverified,
646216,2020-02-14 19:03:24,emailverified,
118098,2018-04-07 20:26:56,emailverified,
476342,2019-06-18 18:48:45,emailverified,
673228,2020-06-05 10:34:54,ghost,
568077,2019-08-30 06:06:20,disabled,
204734,2018-07-10 14:41:24,emailverified,
666052,2020-05-08 05:31:17,emailverified,
680289,2020-06-29 13:32:26,emailverified,
95490,2017-07-03 08:31:48,emailverified,
308344,2018-10-12 23:35:53,emailverified,
569061,2019-08-30 19:34:23,emailverified,
673953,2020-06-07 23:18:54,emailverified,
610239,2019-10-15 13:18:48,emailverified,
176366,2018-06-11 17:21:31,emailverified,
680861,2020-07-01 14:02:14,emailverified,
132298,2018-04-22 10:02:06,emailverified,
658613,2020-04-03 13:49:47,emailverified,
331162,2018-11-05 06:42:14,emailverified,
659178,2020-04-06 10:49:47,emailverified,
81583,2016-10-12 15:18:22,emailverified,
656099,2020-03-21 20:01:34,emailverified,
680847,2020-07-01 13:08:56,ghost,
410756,2019-03-15 03:08:42,emailverified,
113240,2018-03-28 09:37:35,emailverified,
381702,2019-01-11 22:49:16,emailverified,
680867,2020-07-01 14:15:22,emailverified,
179534,2018-06-15 14:00:07,emailverified,
129644,2018-04-18 14:02:49,emailverified,0.0
672167,2020-05-31 22:10:04,emailverified,
399072,2019-02-21 09:36:05,emailverified,
230822,2018-07-29 17:37:19,emailverified,
636489,2020-01-10 12:53:40,emailverified,
677920,2020-06-21 17:31:01,emailverified,
122902,2018-04-11 12:51:02,emailverified,
109082,2018-02-04 18:16:39,emailverified,
675769,2020-06-14 12:40:53,emailverified,
81097,2016-10-03 10:42:18,emailverified,
649445,2020-02-25 09:30:47,emailverified,
378256,2019-01-03 17:28:31,emailverified,
365726,2018-12-09 05:56:23,emailverified,
648138,2020-02-21 13:07:22,emailverified,
291884,2018-09-24 09:07:29,emailverified,0.0
680871,2020-07-01 14:20:44,emailverified,
615687,2019-10-31 11:21:08,emailverified,
159868,2018-05-24 20:27:51,emailverified,
118526,2018-04-08 07:23:00,emailverified,
649122,2020-02-24 08:10:35,emailverified,
680803,2020-07-01 09:43:16,emailverified,
138062,2018-04-30 19:33:50,emailverified,
680752,2020-07-01 04:38:29,emailverified,
239670,2018-08-05 15:50:54,emailverified,
189736,2018-06-27 00:36:57,emailverified,
185358,2018-06-22 06:41:44,emailverified,
420086,2019-04-02 12:28:45,emailverified,
680860,2020-07-01 13:57:09,ghost,
643402,2020-02-04 17:11:07,emailverified,
70683,2016-02-18 21:56:41,emailverified,
288836,2018-09-20 13:58:39,emailverified,
276922,2018-09-05 20:29:57,emailverified,
651647,2020-03-04 04:07:18,emailverified,
84120,2016-12-03 22:10:24,emailverified,
114856,2018-04-06 16:03:30,emailverified,
295224,2018-09-28 11:02:00,emailverified,
123224,2018-04-11 17:35:46,emailverified,
677973,2020-06-21 23:17:00,emailverified,
126110,2018-04-14 14:04:56,emailverified,
395697,2019-02-13 11:46:29,emailverified,0.0
409851,2019-03-13 10:12:36,emailverified,
86152,2017-01-15 21:56:25,emailverified,0.0
39241,2014-05-21 22:36:28,emailverified,
669853,2020-05-22 15:20:52,emailverified,
644645,2020-02-08 19:21:56,emailverified,
81987,2016-10-21 01:42:59,emailverified,
425309,2019-04-10 15:56:17,emailverified,
661661,2020-04-19 08:28:53,emailverified,
137276,2018-04-29 17:20:45,emailverified,
646402,2020-02-15 13:38:34,emailverified,
651454,2020-03-03 10:36:15,emailverified,
674600,2020-06-10 09:36:11,emailverified,
190172,2018-06-27 12:38:53,emailverified,
680874,2020-07-01 14:34:07,emailverified,
295316,2018-09-28 13:12:17,emailverified,
341430,2018-11-14 17:09:43,emailverified,
126796,2018-04-15 08:52:26,emailverified,
633037,2019-12-30 14:10:18,emailverified,
680408,2020-06-29 22:58:27,emailverified,
679792,2020-06-27 16:48:11,emailverified,
159628,2018-05-24 14:37:24,emailverified,0.0
673287,2020-06-05 14:50:46,emailverified,
551907,2019-08-18 23:30:39,emailverified,
680889,2020-07-01 15:24:17,emailverified,
678215,2020-06-22 19:29:47,emailverified,
141332,2018-05-04 22:09:24,emailverified,
139124,2018-05-02 10:53:35,emailverified,
635328,2020-01-06 17:09:21,emailverified,
678513,2020-06-23 17:02:44,emailverified,
624570,2019-11-28 17:01:40,emailverified,
665721,2020-05-06 22:23:15,emailverified,
647254,2020-02-18 14:22:04,emailverified,
246650,2018-08-10 09:54:41,emailverified,
680243,2020-06-29 09:09:52,emailverified,
368156,2018-12-12 11:11:28,emailverified,
52142,2015-01-23 19:55:57,emailverified,0.0
131162,2018-04-20 14:26:30,emailverified,
678985,2020-06-25 09:31:39,emailverified,
118512,2018-04-08 07:10:20,emailverified,
164926,2018-05-29 21:27:51,emailverified,
3598,2011-06-10 16:46:51,emailverified,
680906,2020-07-01 16:42:07,ghost,
605106,2019-10-01 20:02:31,emailverified,
628397,2019-12-12 14:11:12,emailverified,
246942,2018-08-10 14:13:54,emailverified,
400959,2019-02-24 17:19:31,emailverified,
672556,2020-06-02 14:48:47,emailverified,
675569,2020-06-13 18:05:01,emailverified,
674650,2020-06-10 14:07:38,emailverified,
116076,2018-04-06 22:43:20,emailverified,0.0
680908,2020-07-01 16:52:10,ghost,1.0
144008,2018-05-07 16:56:53,emailverified,
679342,2020-06-26 12:17:41,banned,
119666,2018-04-08 23:52:38,emailverified,
676150,2020-06-15 18:45:27,emailverified,
422698,2019-04-06 13:43:13,emailverified,
652128,2020-03-05 19:34:19,emailverified,
274892,2018-09-03 10:54:04,emailverified,
108164,2018-01-25 12:41:48,emailverified,
673076,2020-06-04 18:00:07,emailverified,
122916,2018-04-11 13:06:31,emailverified,
126546,2018-04-15 00:05:05,emailverified,
428696,2019-04-16 13:43:55,emailverified,
630161,2019-12-19 15:11:42,emailverified,
580133,2019-09-06 07:31:30,emailverified,
675128,2020-06-12 09:39:31,emailverified,
388734,2019-01-28 13:33:25,emailverified,
401734,2019-02-26 10:24:28,emailverified,
660614,2020-04-13 23:09:29,emailverified,
680919,2020-07-01 17:30:13,emailverified,
633271,2019-12-31 10:53:22,emailverified,
134504,2018-04-25 17:06:15,emailverified,0.0
662406,2020-04-23 02:03:18,ghost,
660152,2020-04-11 17:40:11,emailverified,
132628,2018-04-22 21:29:00,emailverified,
669508,2020-05-21 09:47:41,disabled,
115604,2018-04-06 19:11:08,emailverified,
680903,2020-07-01 16:17:13,emailverified,
323924,2018-10-29 07:58:47,emailverified,
673297,2020-06-05 15:54:27,emailverified,
664389,2020-05-01 19:51:37,emailverified,
153556,2018-05-17 13:43:56,emailverified,
673518,2020-06-06 11:45:29,emailverified,
360902,2018-12-03 10:55:38,emailverified,
377919,2019-01-02 18:52:12,emailverified,
465195,2019-05-30 18:22:19,emailverified,
474055,2019-06-15 21:27:21,emailverified,
604713,2019-09-30 17:48:44,emailverified,
127614,2018-04-16 10:19:36,emailverified,0.0
117580,2018-04-07 15:37:53,emailverified,
115058,2018-04-06 16:49:54,emailverified,
676778,2020-06-17 23:21:00,emailverified,
634790,2020-01-05 00:30:46,emailverified,
379890,2019-01-07 17:02:13,emailverified,
182830,2018-06-19 12:36:02,emailverified,
676571,2020-06-17 08:56:38,banned,
646099,2020-02-14 08:47:13,emailverified,
675130,2020-06-12 09:45:10,emailverified,
285696,2018-09-16 16:09:21,emailverified,
271768,2018-08-30 18:24:16,emailverified,
672011,2020-05-31 10:52:34,emailverified,
114920,2018-04-06 16:22:06,emailverified,
81341,2016-10-08 01:48:50,emailverified,
604287,2019-09-29 12:38:09,emailverified,
658799,2020-04-04 11:39:30,emailverified,
81213,2016-10-05 10:37:50,emailverified,
282422,2018-09-12 16:18:13,emailverified,0.0
265330,2018-08-24 03:00:06,emailverified,
26021,2013-06-19 14:23:18,emailverified,
649093,2020-02-24 05:15:56,emailverified,
678741,2020-06-24 13:17:40,emailverified,
283174,2018-09-13 13:51:14,emailverified,
394293,2019-02-10 09:40:01,emailverified,1.0
609855,2019-10-14 17:20:31,emailverified,
277008,2018-09-05 22:24:32,emailverified,0.0
391463,2019-02-03 18:10:09,emailverified,
232930,2018-07-31 12:28:19,emailverified,
673829,2020-06-07 14:08:13,emailverified,
680855,2020-07-01 13:36:07,ghost,
680943,2020-07-01 18:57:49,emailverified,
114680,2018-04-06 15:22:05,emailverified,
432489,2019-04-21 17:40:15,emailverified,
660088,2020-04-11 11:30:46,emailverified,
653908,2020-03-12 18:42:40,emailverified,
120480,2018-04-09 13:36:15,emailverified,
342322,2018-11-15 16:06:30,emailverified,
560511,2019-08-24 09:42:21,emailverified,
125692,2018-04-14 01:51:36,emailverified,
